-185.427,-3.96719
-185.421,-2.36983
-185.415,-1.35535
-185.410,-0.251846
-185.404,2.42202
-185.398,-3.76446
-185.393,1.56349
-185.387,3.90230
-185.381,0.445576
-185.376,0.0612249
-185.370,1.42580
-185.365,-10.1230
-185.359,-2.09771
-185.353,0.526566
-185.348,-1.06972
-185.342,-2.38386
-185.336,-2.51150
-185.331,-3.87255
-185.325,4.00555
-185.319,4.00777
-185.314,0.165616
-185.308,1.51161
-185.302,3.87494
-185.297,0.372638
-185.291,3.62849
-185.285,0.118556
-185.280,0.192730
-185.274,-1.93752
-185.268,2.26122
-185.263,1.29927
-185.257,-4.62833
-185.251,0.297681
-185.246,4.45989
-185.240,0.114972
-185.234,2.50424
-185.229,-2.12678
-185.223,-1.79944
-185.217,-7.39414
-185.212,-4.51041
-185.206,3.65890
-185.200,-6.07552
-185.195,5.49014
-185.189,7.38970
-185.183,8.90745
-185.178,-0.269730
-185.172,-2.77744
-185.166,3.83104
-185.161,3.31686
-185.155,-4.32912
-185.149,-0.994773
-185.144,1.73593
-185.138,4.37885
-185.132,3.55862
-185.127,5.88265
-185.121,1.87196
-185.116,-2.77359
-185.110,-4.67617
-185.104,-1.82899
-185.099,-0.401600
-185.093,-0.546180
-185.087,1.92467
-185.082,4.75753
-185.076,3.48341
-185.070,-2.77106
-185.065,-2.10160
-185.059,-3.23033
-185.053,-1.00248
-185.048,-0.753227
-185.042,2.50506
-185.036,2.43412
-185.031,-1.50798
-185.025,0.289444
-185.019,-1.69146
-185.014,-6.03528
-185.008,-4.19770
-185.002,7.05260
-184.997,-2.37136
-184.991,-0.803600
-184.985,0.914829
-184.980,6.19437
-184.974,-2.10692
-184.968,-7.27744
-184.963,4.16764
-184.957,-0.255447
-184.951,2.22228
-184.946,1.73244
-184.940,7.16321
-184.934,-0.759011
-184.929,3.87962
-184.923,-2.41647
-184.917,-6.47444
-184.912,-0.0428053
-184.906,0.967760
-184.900,-2.23333
-184.895,-5.56983
-184.889,-0.609262
-184.884,4.89347
-184.878,2.11110
-184.872,-0.701519
-184.867,5.71007
-184.861,-0.832279
-184.855,0.275395
-184.850,1.43588
-184.844,-1.32952
-184.838,-0.179020
-184.833,0.913799
-184.827,0.706006
-184.821,3.26243
-184.816,1.13022
-184.810,-1.66710
-184.804,-3.04624
-184.799,-1.24229
-184.793,5.71268
-184.787,3.64452
-184.782,1.15970
-184.776,5.34418
-184.770,1.95454
-184.765,-0.873178
-184.759,-3.82531
-184.753,0.279886
-184.748,-2.92474
-184.742,4.41765
-184.736,-2.83850
-184.731,0.379907
-184.725,-3.77285
-184.719,1.90983
-184.714,2.55515
-184.708,-8.24531
-184.702,-1.85760
-184.697,-5.62257
-184.691,-0.397800
-184.685,1.74233
-184.680,-2.28968
-184.674,1.60468
-184.668,-0.898515
-184.663,-2.77559
-184.657,-0.458398
-184.651,-3.25579
-184.646,-1.26976
-184.640,1.31443
-184.635,-5.38181
-184.629,8.74523
-184.623,-4.91606
-184.618,0.124139
-184.612,-5.15668
-184.606,2.11295
-184.601,4.34221
-184.595,-2.47762
-184.589,-1.51849
-184.584,-2.96203
-184.578,-0.845778
-184.572,-2.98707
-184.567,0.0202775
-184.561,5.18427
-184.555,-2.28787
-184.550,4.27536
-184.544,1.00873
-184.538,0.283887
-184.533,-6.11210
-184.527,3.08147
-184.521,-3.24837
-184.516,-3.43520
-184.510,-0.149079
-184.504,1.63348
-184.499,-2.79943
-184.493,-2.15495
-184.487,0.0886509
-184.482,4.62287
-184.476,0.778748
-184.470,-0.806365
-184.465,-0.905068
-184.459,4.56872
-184.453,1.83806
-184.448,7.58012
-184.442,1.00634
-184.436,-4.11702
-184.431,2.80691
-184.425,2.27104
-184.419,-4.12789
-184.414,3.90399
-184.408,-0.597509
-184.402,-1.47217
-184.397,-1.58889
-184.391,2.42238
-184.386,-3.64125
-184.380,-0.0269609
-184.374,0.364130
-184.369,1.51708
-184.363,-4.76982
-184.357,1.12126
-184.352,-1.58244
-184.346,-1.67841
-184.340,8.92090
-184.335,-0.0888321
-184.329,5.48811
-184.323,0.0490890
-184.318,0.350238
-184.312,2.03738
-184.306,3.37016
-184.301,1.37003
-184.295,-2.86131
-184.289,8.44031
-184.284,0.333788
-184.278,0.963668
-184.272,-3.06569
-184.267,-6.75804
-184.261,-1.85078
-184.255,-1.99468
-184.250,-7.18720
-184.244,5.32593
-184.238,-4.19148
-184.233,-3.37112
-184.227,1.12572
-184.221,0.953422
-184.216,3.09620
-184.210,-0.333274
-184.204,0.473378
-184.199,-0.848942
-184.193,3.33056
-184.187,2.00302
-184.182,-0.904406
-184.176,-1.03471
-184.170,4.10767
-184.165,-4.33424
-184.159,-3.80328
-184.154,-2.43243
-184.148,-4.13035
-184.142,-0.149644
-184.137,0.554668
-184.131,5.65092
-184.125,1.34961
-184.120,8.55863
-184.114,-0.0722451
-184.108,-2.39006
-184.103,1.34662
-184.097,-3.77251
-184.091,1.21833
-184.086,3.86600
-184.080,-5.38097
-184.074,-5.66014
-184.069,4.12162
-184.063,-5.62833
-184.057,-1.84152
-184.052,1.61469
-184.046,-0.0692833
-184.040,1.19814
-184.035,0.228878
-184.029,3.75657
-184.023,0.690880
-184.018,-0.0929164
-184.012,1.00146
-184.006,5.08908
-184.001,5.93955
-183.995,2.52403
-183.989,-6.33002
-183.984,0.451590
-183.978,5.92043
-183.972,3.63979
-183.967,-8.51367
-183.961,1.83926
-183.955,-0.0361823
-183.950,-1.93345
-183.944,-5.20544
-183.938,-2.07534
-183.933,1.41751
-183.927,-1.61689
-183.921,2.46812
-183.916,6.05100
-183.910,-6.09748
-183.905,0.629401
-183.899,1.27967
-183.893,-0.518170
-183.888,-2.12239
-183.882,1.97868
-183.876,5.77294
-183.871,4.77090
-183.865,-1.99052
-183.859,-6.05047
-183.854,-1.18854
-183.848,-5.22145
-183.842,1.35005
-183.837,-1.03976
-183.831,3.44085
-183.825,-0.988940
-183.820,-1.29350
-183.814,1.22236
-183.808,2.21326
-183.803,6.12243
-183.797,2.54920
-183.791,1.06929
-183.786,1.54778
-183.780,6.06474
-183.774,-3.49049
-183.769,-4.35431
-183.763,-2.82300
-183.757,-3.19449
-183.752,2.88356
-183.746,-1.26807
-183.740,3.15139
-183.735,2.87076
-183.729,0.271351
-183.723,-2.92420
-183.718,-2.31009
-183.712,3.76538
-183.706,-0.442610
-183.701,5.89203
-183.695,3.77614
-183.689,-9.34953
-183.684,1.34047
-183.678,-0.0306100
-183.672,-1.11725
-183.667,-5.96616
-183.661,8.78766
-183.656,0.130737
-183.650,6.59190
-183.644,-0.110257
-183.639,-2.09400
-183.633,-2.42336
-183.627,-1.57204
-183.622,0.725951
-183.616,-0.939584
-183.610,2.59923
-183.605,3.98586
-183.599,0.239550
-183.593,3.37879
-183.588,0.960308
-183.582,1.86893
-183.576,-1.54697
-183.571,1.32321
-183.565,0.0164879
-183.559,1.59322
-183.554,1.01885
-183.548,-4.66037
-183.542,8.44726
-183.537,1.33189
-183.531,0.614569
-183.525,4.12428
-183.520,-5.46206
-183.514,1.30172
-183.508,-4.53422
-183.503,5.19370
-183.497,3.45876
-183.491,-8.41236
-183.486,3.26583
-183.480,2.18551
-183.474,2.79946
-183.469,2.91428
-183.463,-2.06426
-183.457,1.41973
-183.452,-3.63390
-183.446,2.00443
-183.440,4.21838
-183.435,3.32589
-183.429,-3.36736
-183.423,4.71965
-183.418,3.73288
-183.412,-3.51165
-183.407,-1.33671
-183.401,-1.12426
-183.395,5.26794
-183.390,2.64304
-183.384,0.397907
-183.378,3.97054
-183.373,-0.280669
-183.367,-1.56926
-183.361,5.77849
-183.356,5.03431
-183.350,0.303192
-183.344,-3.81202
-183.339,2.17499
-183.333,3.09953
-183.327,2.45639
-183.322,3.04667
-183.316,5.71196
-183.310,1.69101
-183.305,6.69654
-183.299,1.62525
-183.293,0.309206
-183.288,-0.451472
-183.282,-1.77255
-183.276,-1.56717
-183.271,-2.29589
-183.265,1.72967
-183.259,2.48486
-183.254,-4.86820
-183.248,6.45031
-183.242,-0.156610
-183.237,0.774048
-183.231,5.36790
-183.225,4.52925
-183.220,-0.949423
-183.214,-3.17790
-183.208,0.918249
-183.203,-6.78618
-183.197,-0.471744
-183.191,1.05287
-183.186,-3.06615
-183.180,-1.07369
-183.175,-4.36413
-183.169,-7.29184
-183.163,-2.04374
-183.158,1.78324
-183.152,3.58032
-183.146,-7.46164
-183.141,3.87638
-183.135,0.109424
-183.129,8.24139
-183.124,3.88162
-183.118,-2.45845
-183.112,-5.02413
-183.107,-3.47953
-183.101,-0.333484
-183.095,-1.44295
-183.090,3.14469
-183.084,-2.77168
-183.078,9.54872
-183.073,2.60225
-183.067,-2.15387
-183.061,0.658481
-183.056,-0.654573
-183.050,-4.92336
-183.044,6.26582
-183.039,-4.09778
-183.033,1.26820
-183.027,-4.13508
-183.022,1.99740
-183.016,-0.00748500
-183.010,-4.20002
-183.005,6.47387
-182.999,2.92173
-182.993,-2.60354
-182.988,5.64651
-182.982,5.12749
-182.976,-4.59552
-182.971,2.65816
-182.965,-6.09488
-182.959,0.843274
-182.954,0.753009
-182.948,-2.29505
-182.942,-1.32201
-182.937,-2.63719
-182.931,-3.30511
-182.926,1.76884
-182.920,-3.79673
-182.914,1.41700
-182.909,-0.852702
-182.903,3.67406
-182.897,5.18261
-182.892,-4.49798
-182.886,-0.100040
-182.880,1.89483
-182.875,-0.173239
-182.869,-1.84518
-182.863,-0.650853
-182.858,-0.401280
-182.852,1.56696
-182.846,-2.45516
-182.841,-3.48689
-182.835,-5.07618
-182.829,-3.30542
-182.824,1.82405
-182.818,5.02405
-182.812,-2.09731
-182.807,4.90885
-182.801,-2.56415
-182.795,-0.666303
-182.790,3.01282
-182.784,0.990789
-182.778,0.355420
-182.773,2.76843
-182.767,0.937029
-182.761,3.82874
-182.756,-1.77999
-182.750,-2.98498
-182.744,2.00530
-182.739,-3.57600
-182.733,4.22228
-182.727,-2.74385
-182.722,-4.84788
-182.716,-0.0734060
-182.710,-2.47690
-182.705,-2.62492
-182.699,4.00501
-182.693,5.87342
-182.688,-0.464156
-182.682,0.714994
-182.677,1.66031
-182.671,-0.174917
-182.665,0.598051
-182.660,-1.74807
-182.654,2.67348
-182.648,-2.89314
-182.643,4.57324
-182.637,-2.33036
-182.631,-5.76120
-182.626,0.228732
-182.620,-3.43060
-182.614,-1.74231
-182.609,-1.86561
-182.603,3.00227
-182.597,-1.62910
-182.592,2.00943
-182.586,-1.53223
-182.580,5.50644
-182.575,0.884889
-182.569,3.87191
-182.563,4.91360
-182.558,-1.61465
-182.552,-1.36641
-182.546,-0.362921
-182.541,-5.04275
-182.535,-2.08628
-182.529,-0.715887
-182.524,-2.54823
-182.518,1.54618
-182.512,1.06678
-182.507,-2.73212
-182.501,2.66953
-182.495,-4.38738
-182.490,-0.577278
-182.484,-4.13961
-182.478,-5.02033
-182.473,-0.233973
-182.467,5.19536
-182.461,-2.85017
-182.456,-4.86876
-182.450,1.23605
-182.444,-1.19740
-182.439,-2.78457
-182.433,7.06562
-182.428,1.29319
-182.422,2.05761
-182.416,-5.77979
-182.411,-4.41907
-182.405,-1.84194
-182.399,-4.46158
-182.394,0.634876
-182.388,2.68247
-182.382,-1.09514
-182.377,3.64991
-182.371,-5.13811
-182.365,-6.97839
-182.360,-1.56425
-182.354,9.41341
-182.348,-4.26825
-182.343,-3.90063
-182.337,5.04747
-182.331,-5.29267
-182.326,-2.69333
-182.320,-2.04163
-182.314,0.875140
-182.309,7.07401
-182.303,-0.686298
-182.297,-3.25836
-182.292,-1.29023
-182.286,-0.796563
-182.280,0.504546
-182.275,0.0811136
-182.269,-1.17798
-182.263,-0.738623
-182.258,-1.73514
-182.252,1.39133
-182.246,5.27310
-182.241,-0.388996
-182.235,-1.50810
