Frequency	56.17410278
Nucleus	Unknown
0.015216243459895359	10527.0	-9464.0
0.015264244227907647	13186.0	7249.0
0.015312244995919936	2316.0	13255.0
0.015360245763932225	-14085.0	7100.0
0.015408246531944513	-11177.0	-6988.0
0.0154562472999568	2569.0	-14106.0
0.015504248067969089	13827.0	-4673.0
0.015552248835981377	8888.0	9524.0
0.015600249603993666	-4276.0	10905.0
0.015648250372005953	-12385.0	1730.0
0.01569625114001824	-8610.0	-11364.0
0.01574425190803053	9912.0	-10662.0
0.01579225267604282	13037.0	733.0
0.015840253444055107	2947.0	11696.0
0.015888254212067396	-10701.0	10398.0
0.01593625498007968	-13790.0	-4973.0
0.01598425574809197	-3080.0	-15397.0
0.016032256516104258	14628.0	-6983.0
0.016080257284116547	12111.0	6436.0
0.016128258052128835	-1171.0	14509.0
0.016176258820141124	-14579.0	4427.0
0.016224259588153413	-10207.0	-9097.0
0.0162722603561657	4044.0	-13014.0
0.016320261124177986	14350.0	-2573.0
0.016368261892190275	8365.0	11730.0
0.016416262660202564	-7610.0	11931.0
0.016464263428214852	-14002.0	426.0
0.01651226419622714	-3513.0	-12198.0
0.01656026496423943	9743.0	-10127.0
0.016608265732251718	13690.0	4115.0
0.016656266500264007	2077.0	13659.0
0.016704267268276295	-10297.0	8377.0
0.01675226803628858	-11590.0	-7211.0
0.01680026880430087	-787.0	-12817.0
0.016848269572313158	11406.0	-5442.0
0.016896270340325446	10401.0	8664.0
0.016944271108337735	-3214.0	13332.0
0.016992271876350024	-13727.0	2621.0
0.017040272644362312	-10130.0	-10100.0
0.0170882734123746	4512.0	-11666.0
0.017136274180386886	13327.0	-1185.0
0.017184274948399175	4493.0	9608.0
0.017232275716411463	-7396.0	11587.0
0.017280276484423752	-13723.0	-1614.0
0.01732827725243604	-2408.0	-12071.0
0.01737627802044833	9000.0	-9633.0
0.017424278788460618	13590.0	4840.0
0.017472279556472906	-251.0	10634.0
0.017520280324485195	-10584.0	8193.0
0.01756828109249748	-10378.0	-6648.0
0.01761628186050977	1549.0	-12403.0
0.017664282628522057	13340.0	-4412.0
0.017712283396534346	9141.0	9164.0
0.017760284164546634	-3978.0	12883.0
0.017808284932558923	-13028.0	2600.0
0.01785628570057121	-7933.0	-10488.0
0.0179042864685835	6950.0	-10665.0
0.017952287236595785	12269.0	2456.0
0.018000288004608074	5929.0	12648.0
0.018048288772620363	-8388.0	9644.0
0.01809628954063265	-11982.0	-3816.0
0.01814429030864494	-3150.0	-12656.0
0.01819229107665723	11141.0	-8370.0
0.018240291844669517	12780.0	6372.0
0.018288292612681806	-303.0	10786.0
0.01833629338069409	-12891.0	7220.0
0.01838429414870638	-10071.0	-7674.0
0.018432294916718668	728.0	-12605.0
0.018480295684730957	12986.0	-1156.0
0.018528296452743245	6924.0	11031.0
0.018576297220755534	-3715.0	10720.0
0.018624297988767823	-14727.0	458.0
0.01867229875678011	-5538.0	-11179.0
0.0187202995247924	7747.0	-9664.0
0.018768300292804685	12898.0	2809.0
0.018816301060816974	3503.0	12614.0
0.018864301828829262	-8111.0	7636.0
0.01891230259684155	-12614.0	-4284.0
0.01896030336485384	-1462.0	-13395.0
0.019008304132866128	10697.0	-6297.0
0.019056304900878417	10436.0	6761.0
0.019104305668890705	-2349.0	11670.0
0.01915230643690299	-10564.0	4407.0
0.01920030720491528	-7550.0	-10347.0
0.019248307972927568	5709.0	-11021.0
0.019296308740939856	13718.0	-2945.0
0.019344309508952145	7122.0	11155.0
0.019392310276964433	-5175.0	8848.0
0.019440311044976722	-10751.0	-2301.0
0.01948831181298901	-3757.0	-12169.0
0.0195363125810013	6760.0	-8094.0
0.019584313349013584	12009.0	1795.0
0.019632314117025873	1120.0	11773.0
0.01968031488503816	-7564.0	6409.0
0.01972831565305045	-9802.0	-5230.0
0.01977631642106274	1125.0	-11384.0
0.019824317189075027	11447.0	-6816.0
0.019872317957087316	9901.0	9216.0
0.019920318725099605	-1854.0	10824.0
0.01996831949311189	-13638.0	929.0
0.02001632026112418	-7100.0	-8154.0
0.020064321029136467	5778.0	-10274.0
0.020112321797148756	11910.0	821.0
0.020160322565161044	5619.0	8799.0
0.020208323333173333	-8414.0	7289.0
0.02025632410118562	-11588.0	-1303.0
0.02030432486919791	-4689.0	-10725.0
0.020352325637210195	8377.0	-6319.0
0.020400326405222484	9629.0	3639.0
0.020448327173234773	711.0	12277.0
0.02049632794124706	-11990.0	5802.0
0.02054432870925935	-8412.0	-5796.0
0.02059232947727164	2932.0	-11764.0
0.020640330245283927	10198.0	-4129.0
0.020688331013296216	8818.0	10649.0
0.020736331781308504	-3959.0	10428.0
0.02078433254932079	-9592.0	2023.0
0.020832333317333078	-7343.0	-10217.0
0.020880334085345367	6064.0	-7975.0
0.020928334853357655	10873.0	1915.0
0.020976335621369944	3829.0	12516.0
0.021024336389382232	-7043.0	8957.0
0.02107233715739452	-10351.0	-4256.0
0.02112033792540681	-324.0	-10251.0
0.021168338693419095	9275.0	-6284.0
0.021216339461431383	9245.0	3842.0
0.021264340229443672	-365.0	9918.0
0.02131234099745596	-9775.0	5222.0
0.02136034176546825	-9861.0	-6794.0
0.021408342533480538	3459.0	-10833.0
0.021456343301492826	8254.0	-1012.0
0.021504344069505115	6970.0	9743.0
0.021552344837517404	-5125.0	10333.0
0.02160034560552969	-11590.0	17.0
0.021648346373541977	-4964.0	-9111.0
0.021696347141554266	7270.0	-9894.0
0.021744347909566555	10257.0	1237.0
0.021792348677578843	3931.0	10776.0
0.021840349445591132	-8493.0	7304.0
0.02188835021360342	-8940.0	-3759.0
0.02193635098161571	-1360.0	-11495.0
0.021984351749627994	10435.0	-5746.0
0.022032352517640283	7322.0	5224.0
0.02208035328565257	-1444.0	11158.0
0.02212835405366486	-9891.0	3057.0
0.02217635482167715	-6839.0	-9256.0
0.022224355589689437	3857.0	-9855.0
0.022272356357701726	11218.0	-2754.0
0.022320357125714015	6315.0	9380.0
0.0223683578937263	-6523.0	9879.0
0.02241635866173859	-9319.0	-1950.0
0.022464359429750877	-3896.0	-9897.0
0.022512360197763166	6530.0	-7571.0
0.022560360965775454	11012.0	2962.0
0.022608361733787743	1395.0	10561.0
0.02265636250180003	-9505.0	6969.0
0.02270436326981232	-10470.0	-4907.0
0.02275236403782461	720.0	-10893.0
0.022800364805836894	9159.0	-3688.0
0.022848365573849182	7908.0	5851.0
0.02289636634186147	-4113.0	8992.0
0.02294436710987376	-10838.0	1068.0
0.022992367877886048	-6980.0	-8251.0
0.023040368645898337	4524.0	-11359.0
0.023088369413910625	10277.0	1610.0
0.023136370181922914	4048.0	7791.0
0.0231843709499352	-5282.0	9158.0
0.023232371717947488	-10774.0	-2211.0
0.023280372485959776	-3058.0	-9542.0
0.023328373253972065	7964.0	-7199.0
0.023376374021984354	9430.0	4242.0
0.023424374789996642	1393.0	11151.0
0.02347237555800893	-9062.0	3970.0
0.02352037632602122	-9103.0	-4872.0
0.023568377094033508	3047.0	-11894.0
0.023616377862045793	10018.0	-2497.0
0.023664378630058082	6480.0	6411.0
0.02371237939807037	-4049.0	8331.0
0.02376038016608266	-10212.0	1927.0
0.023808380934094948	-3622.0	-8187.0
0.023856381702107236	5944.0	-9662.0
0.023904382470119525	10564.0	2216.0
0.023952383238131814	3603.0	11309.0
0.0240003840061441	-7702.0	7221.0
0.024048384774156387	-6515.0	-2625.0
0.024096385542168676	-723.0	-9237.0
0.024144386310180965	7832.0	-4595.0
0.024192387078193253	8374.0	6501.0
0.024240387846205542	-202.0	9260.0
0.02428838861421783	-8981.0	4717.0
0.02433638938223012	-5666.0	-7242.0
0.024384390150242404	2297.0	-9765.0
0.024432390918254693	9366.0	-847.0
0.02448039168626698	7362.0	9814.0
0.02452839245427927	-4934.0	8473.0
0.02457639322229156	-11367.0	-337.0
0.024624393990303847	-4885.0	-9851.0
0.024672394758316136	5835.0	-7016.0
0.024720395526328424	9216.0	1732.0
0.024768396294340713	4891.0	8309.0
0.024816397062352998	-9597.0	6086.0
0.024864397830365287	-8598.0	-4566.0
0.024912398598377575	-1257.0	-10481.0
0.024960399366389864	7814.0	-5029.0
0.025008400134402153	6743.0	4072.0
0.02505640090241444	-505.0	9202.0
0.02510440167042673	-10246.0	3349.0
0.02515240243843902	-8220.0	-8363.0
0.025200403206451304	3567.0	-9509.0
0.025248403974463592	8858.0	-1912.0
0.02529640474247588	4838.0	8049.0
0.02534440551048817	-4835.0	6826.0
0.025392406278500458	-9038.0	16.0
0.025440407046512747	-3741.0	-8492.0
0.025488407814525035	6657.0	-7131.0
0.025536408582537324	8771.0	2636.0
0.02558440935054961	971.0	9155.0
0.025632410118561898	-6588.0	6350.0
0.025680410886574186	-8961.0	-6032.0
0.025728411654586475	-386.0	-6530.0
0.025776412422598764	8227.0	-4051.0
0.025824413190611052	5603.0	5751.0
0.02587241395862334	-2066.0	9543.0
0.02592041472663563	-10869.0	730.0
0.025968415494647918	-5569.0	-8100.0
0.026016416262660203	6059.0	-7915.0
0.026064417030672492	7055.0	-313.0
0.02611241779868478	3277.0	9503.0
0.02616041856669707	-6671.0	6106.0
0.026208419334709358	-8147.0	-3019.0
0.026256420102721646	-4300.0	-8841.0
0.026304420870733935	6955.0	-4884.0
0.026352421638746223	8562.0	1992.0
0.02640042240675851	1504.0	8630.0
0.026448423174770797	-7931.0	2417.0
0.026496423942783086	-5842.0	-5984.0
0.026544424710795374	2552.0	-8671.0
0.026592425478807663	9229.0	-2246.0
0.02664042624681995	6658.0	6995.0
0.02668842701483224	-3776.0	6914.0
0.02673642778284453	-7034.0	-709.0
0.026784428550856818	-3137.0	-8006.0
0.026832429318869103	5892.0	-7203.0
0.02688043008688139	9396.0	441.0
0.02692843085489368	2791.0	8526.0
0.02697643162290597	-5491.0	6569.0
0.027024432390918257	-9121.0	-1862.0
0.027072433158930546	2074.0	-8723.0
0.027120433926942834	9005.0	-5256.0
0.027168434694955123	6186.0	3276.0
0.027216435462967408	-820.0	9805.0
0.027264436230979697	-7737.0	3835.0
0.027312436998991985	-4977.0	-5114.0
0.027360437767004274	3192.0	-7852.0
0.027408438535016563	9724.0	-1698.0
0.02745643930302885	3885.0	9135.0
0.02750444007104114	-5028.0	8407.0
0.02755244083905343	-7288.0	1210.0
0.027600441607065714	-4873.0	-7630.0
0.027648442375078002	5409.0	-5958.0
0.02769644314309029	9943.0	2167.0
0.02774444391110258	-58.0	7342.0
0.027792444679114868	-6270.0	5946.0
0.027840445447127157	-9053.0	-3448.0
0.027888446215139445	-980.0	-9174.0
0.027936446983151734	7620.0	-3876.0
0.027984447751164022	6188.0	5184.0
0.028032448519176308	-2642.0	8054.0
0.028080449287188596	-9146.0	1540.0
0.028128450055200885	-4112.0	-6845.0
0.028176450823213173	4067.0	-8673.0
0.028224451591225462	9603.0	338.0
0.02827245235923775	4291.0	6057.0
0.02832045312725004	-3796.0	6707.0
0.028368453895262328	-8373.0	-1961.0
0.028416454663274613	-889.0	-8119.0
0.0284644554312869	5217.0	-4341.0
0.02851245619929919	7973.0	2787.0
0.02856045696731148	2208.0	8179.0
0.028608457735323767	-5556.0	4828.0
0.028656458503336056	-6069.0	-2458.0
0.028704459271348345	1558.0	-6139.0
0.028752460039360633	7967.0	-4176.0
0.028800460807372922	4063.0	5685.0
0.028848461575385207	-3308.0	7194.0
0.028896462343397496	-8527.0	670.0
0.028944463111409784	-4451.0	-7139.0
0.028992463879422073	4350.0	-7109.0
0.02904046464743436	6144.0	1490.0
0.02908846541544665	2047.0	6433.0
0.02913646618345894	-4859.0	5692.0
0.029184466951471227	-6977.0	-3617.0
0.029232467719483513	-714.0	-7934.0
0.0292804684874958	4984.0	-5720.0
0.02932846925550809	7048.0	5011.0
0.02937647002352038	-1367.0	4340.0
0.029424470791532667	-5593.0	3748.0
0.029472471559544956	-6019.0	-4806.0
0.029520472327557244	2171.0	-8807.0
0.029568473095569533	6178.0	-1835.0
0.029616473863581818	3697.0	5915.0
0.029664474631594107	-2055.0	6303.0
0.029712475399606395	-7066.0	414.0
0.029760476167618684	-3585.0	-6797.0
0.029808476935630972	5226.0	-5514.0
0.02985647770364326	5980.0	1599.0
0.02990447847165555	2226.0	8226.0
0.029952479239667838	-5566.0	6101.0
0.030000480007680127	-5276.0	-3084.0
0.030048480775692412	-1377.0	-6217.0
0.0300964815437047	4195.0	-2739.0
0.03014448231171699	5498.0	3407.0
0.030192483079729278	39.0	8604.0
0.030240483847741566	-6486.0	-248.0
0.030288484615753855	-5244.0	-4033.0
0.030336485383766144	3509.0	-8334.0
0.030384486151778432	6542.0	-877.0
0.030432486919790717	5191.0	6751.0
0.030480487687803006	-3735.0	7506.0
0.030528488455815295	-7308.0	435.0
0.030576489223827583	-1065.0	-5809.0
0.030624489991839872	4006.0	-5146.0
0.03067249075985216	6431.0	2870.0
0.03072049152786445	-154.0	7109.0
0.030768492295876738	-5196.0	4157.0
0.030816493063889026	-5921.0	-2648.0
0.03086449383190131	576.0	-6679.0
0.0309124945999136	6253.0	-2029.0
0.03096049536792589	5885.0	4729.0
0.031008496135938177	-259.0	6829.0
0.031056496903950466	-5733.0	416.0
0.031104497671962755	-5439.0	-4298.0
0.031152498439975043	3217.0	-4802.0
0.031200499207987332	7208.0	-264.0
0.031248499975999617	3039.0	4954.0
0.031296500744011906	-4977.0	5165.0
0.0313445015120242	-6835.0	-1534.0
0.03139250228003648	492.0	-5909.0
0.03144050304804877	4823.0	-4871.0
0.03148850381606106	7201.0	1702.0
0.031536504584073345	-969.0	4956.0
0.03158450535208564	-4971.0	3813.0
0.03163250612009792	-5391.0	-4238.0
0.031680506888110214	1728.0	-5499.0
0.0317285076561225	7399.0	-4044.0
0.03177650842413479	3745.0	5613.0
0.03182450919214708	-4315.0	7467.0
0.03187250996015936	-4521.0	1958.0
0.031920510728171654	-3260.0	-6084.0
0.03196851149618394	4334.0	-4717.0
0.03201651226419623	4970.0	816.0
0.032064513032208516	2368.0	6835.0
0.03211251380022081	-4452.0	4748.0
0.032160514568233094	-5310.0	-1387.0
0.032208515336245386	-1462.0	-5045.0
0.03225651610425767	5526.0	-3747.0
0.032304516872269956	5874.0	3473.0
0.03235251764028225	-1492.0	6955.0
0.03240051840829453	-5220.0	1780.0
0.032448519176306825	-5317.0	-3022.0
0.03249651994431911	2861.0	-5293.0
0.0325445207123314	5718.0	-2523.0
0.03259252148034369	4949.0	5384.0
0.03264052224835597	-2518.0	5360.0
0.032688523016368265	-5149.0	-1510.0
0.03273652378438055	-3677.0	-5448.0
0.03278452455239284	4206.0	-3583.0
0.03283252532040513	5774.0	2866.0
0.03288052608841742	2246.0	5252.0
0.032928526856429705	-4179.0	4768.0
0.032976527624442	-4222.0	-1280.0
0.03302452839245428	-1321.0	-6297.0
0.03307252916046657	6284.0	-3409.0
0.03312052992847886	3599.0	3928.0
0.033168530696491144	-1449.0	5061.0
0.033216531464503436	-5129.0	909.0
0.03326453223251572	-3827.0	-4964.0
0.033312533000528013	897.0	-4206.0
0.0333605337685403	4761.0	1078.0
0.03340853453655259	2784.0	4431.0
