185.432423,-0.549199,7.260108
185.421105,12.937953,-0.220288
185.409787,2.243685,-0.255271
185.39847,-7.966665,2.058455
185.387152,-8.094954,4.120578
185.375834,-0.82027,-4.261613
185.364516,3.160416,10.582552
185.353198,-7.952218,-0.775807
185.34188,-4.793397,14.150485
185.330562,-9.905899,-4.033932
185.319244,9.576389,-5.09217
185.307926,10.390081,11.875993
185.296608,3.700931,3.06021
185.285291,-9.345087,14.983636
185.273973,-1.079931,-9.17889
185.262655,-16.053684,5.169597
185.251337,-2.528304,-2.239573
185.240019,-4.345326,-1.301439
185.228701,8.151179,-4.360159
185.217383,9.466371,-2.040261
185.206065,4.539047,3.365497
185.194747,-16.935404,7.444137
185.183429,4.313786,-6.943764
185.172112,12.699298,-0.440977
185.160794,6.244078,6.165134
185.149476,-9.563187,1.023429
185.138158,3.286684,6.138195
185.12684,24.84738,13.847548
185.115522,-10.739545,-7.651996
185.104204,1.004709,1.779866
185.092886,2.071396,4.171511
185.081568,1.842943,5.706551
185.07025,6.231666,2.189389
185.058933,-6.166165,-13.116497
185.047615,4.720832,11.881482
185.036297,-13.596667,9.927996
185.024979,6.484892,14.126878
185.013661,2.117379,-4.06402
185.002343,3.587027,2.976243
184.991025,-9.197448,8.531025
184.979707,4.036839,3.565233
184.968389,-5.457868,1.371074
184.957072,9.975688,3.178369
184.945754,-14.942204,1.091962
184.934436,-1.327023,0.691511
184.923118,-10.62124,12.654519
184.9118,-0.643062,9.217275
184.900482,-14.211803,-7.790075
184.889164,3.166316,7.17613
184.877846,-8.63006,10.940066
184.866528,-4.145355,0.308246
184.85521,0.548912,4.882898
184.843893,13.853407,2.488448
184.832575,0.331508,2.835193
184.821257,4.93254,-5.079954
184.809939,8.47708,6.873205
184.798621,-4.995337,0.174659
184.787303,-4.125676,3.975032
184.775985,-4.600318,-3.355289
184.764667,0.472888,-5.145456
184.753349,-13.228352,-2.896296
184.742031,2.976648,-2.365328
184.730714,-2.47743,-0.671083
184.719396,-1.921841,-6.643104
184.708078,8.431709,6.657498
184.69676,3.994627,-6.91533
184.685442,0.935793,-7.043551
184.674124,5.374669,9.893249
184.662806,-6.812699,1.886886
184.651488,4.200924,-6.090786
184.64017,4.895984,-1.049252
184.628853,-0.844917,10.643897
184.617535,-4.023944,3.329045
184.606217,5.593832,13.631044
184.594899,-13.660069,-0.862901
184.583581,0.062977,-5.970409
184.572263,-16.110533,-4.961595
184.560945,-5.714331,7.468315
184.549627,-1.345348,10.676391
184.538309,2.873015,-0.388973
184.526991,-9.958263,-4.368884
184.515674,4.123212,7.164177
184.504356,-2.287891,-3.567188
184.493038,-10.793555,-6.664895
184.48172,-0.921172,-7.646795
184.470402,-11.355533,-9.902919
184.459084,3.977014,-19.66279
184.447766,-11.366957,-1.40235
184.436448,2.88242,-4.335429
184.42513,2.81124,2.601679
184.413812,-9.466075,1.622237
184.402495,5.713848,-0.597159
184.391177,7.348687,10.334219
184.379859,0.714462,9.303746
184.368541,-9.47998,0.332841
184.357223,-2.57502,8.665963
184.345905,8.285722,-8.987514
184.334587,10.80239,11.659023
184.323269,2.995948,-3.084569
184.311951,5.489745,1.405721
184.300634,-2.65218,-1.091578
184.289316,7.381477,7.30408
184.277998,-1.748039,2.761554
184.26668,-8.213943,0.332117
184.255362,3.005204,2.764296
184.244044,0.754482,-3.192737
184.232726,-7.422336,-13.412792
184.221408,0.423703,2.465916
184.21009,-8.802067,6.557437
184.198772,-9.208875,-5.812436
184.187455,-5.997366,-5.227556
184.176137,3.459247,1.514678
184.164819,-3.971582,4.919939
184.153501,-2.279417,-6.299504
184.142183,-0.818009,0.195969
184.130865,2.380819,-3.270664
184.119547,2.603539,-5.08445
184.108229,1.381005,-4.173714
184.096911,12.843085,-0.725565
184.085593,-0.192133,4.826662
184.074276,4.792705,-6.990589
184.062958,-2.989058,3.54523
184.05164,6.339528,16.713133
184.040322,14.657588,-0.710296
184.029004,-7.436246,10.05973
184.017686,-7.432006,3.59016
184.006368,-10.847413,-6.675564
183.99505,-10.195086,3.139088
183.983732,-3.658038,6.89077
183.972414,-11.534059,7.646608
183.961097,1.857269,-5.621528
183.949779,19.055222,-13.223024
183.938461,-12.990959,-11.281361
183.927143,-3.890182,-7.246309
183.915825,4.840631,5.031969
183.904507,-1.179833,5.769102
183.893189,7.589848,-3.242846
183.881871,-0.484769,-9.214397
183.870553,16.613192,-8.622618
183.859236,-5.083722,-13.402158
183.847918,6.894443,3.199392
183.8366,5.161891,0.437387
183.825282,5.682619,1.265851
183.813964,11.146926,8.251676
183.802646,-17.15906,-6.363504
183.791328,-3.486645,4.401209
183.78001,9.261755,11.884564
183.768692,-0.470629,-7.870599
183.757374,-2.276619,-6.74317
183.746057,3.152792,-0.849733
183.734739,12.336717,1.663108
183.723421,1.709425,0.48624
183.712103,14.084582,-1.51763
183.700785,4.289815,-10.229593
183.689467,-9.62925,-1.016586
183.678149,1.275224,14.985229
183.666831,-10.199082,-4.014156
183.655513,4.642827,2.087882
183.644195,-3.800676,-12.307129
183.632878,7.068017,-12.144554
183.62156,3.061862,5.124463
183.610242,1.143059,3.143061
183.598924,4.214937,-2.505968
183.587606,-1.458966,2.217884
183.576288,5.611865,-3.377404
183.56497,-4.576077,0.614097
183.553652,5.98944,4.494153
183.542334,5.285613,7.65235
183.531017,-2.219409,-0.826954
183.519699,-6.729217,-3.879276
183.508381,3.935673,17.650953
183.497063,7.533519,2.775173
183.485745,-0.603364,4.077418
183.474427,-4.994803,-6.066887
183.463109,8.609866,-5.150574
183.451791,14.391182,7.744075
183.440473,6.778334,4.313212
183.429155,1.803124,-13.83779
183.417838,1.04087,-3.616983
183.40652,-5.983485,4.853072
183.395202,3.339016,2.60981
183.383884,-4.802827,2.895344
183.372566,-4.028728,0.703922
183.361248,-15.2405,7.319465
183.34993,2.517734,2.0817
183.338612,-4.320053,-3.910895
183.327294,8.500106,-0.371107
183.315976,-5.724948,4.77497
183.304659,5.137239,6.647818
183.293341,-8.630308,8.937076
183.282023,-3.985463,-5.984142
183.270705,-1.043171,0.782008
183.259387,-10.243629,-2.087468
183.248069,4.93506,-2.099532
183.236751,6.245149,4.031449
183.225433,-6.549839,1.842572
183.214115,-3.403728,-1.983241
183.202798,-13.733857,2.928159
183.19148,-11.902196,1.97035
183.180162,2.793693,9.762611
183.168844,-10.781499,-19.224316
183.157526,0.760612,10.596731
183.146208,9.329911,-4.090635
183.13489,-1.191879,2.117257
183.123572,-4.988968,0.181696
183.112254,10.35314,-0.163145
183.100936,-7.435659,14.239519
183.089619,-4.957756,-7.848676
183.078301,1.956026,3.201864
183.066983,-3.796318,16.594727
183.055665,8.826656,0.08323
183.044347,6.253097,6.189125
183.033029,-13.880363,-8.254333
183.021711,0.6676,-4.575041
183.010393,1.984328,6.991378
182.999075,-4.334414,0.668982
182.987757,-1.21577,5.417763
182.97644,2.170902,-4.311425
182.965122,5.695036,1.839156
182.953804,-1.69113,-4.243004
182.942486,-8.860821,7.722622
182.931168,-2.08344,-14.333988
182.91985,4.996521,6.060917
182.908532,-0.511884,-4.375551
182.897214,-6.112278,-5.303438
182.885896,3.256396,-2.497311
182.874578,-1.16711,5.880253
182.863261,-1.283858,-12.811999
182.851943,4.796705,-2.200535
182.840625,3.128957,2.167011
182.829307,-5.320746,4.781879
182.817989,2.45874,6.544408
182.806671,4.635324,-1.286762
182.795353,1.560972,-1.225004
182.784035,2.556488,0.689204
182.772717,-11.277352,-0.836934
182.7614,7.237956,-7.654821
182.750082,4.577148,9.323609
182.738764,-8.45132,4.836297
182.727446,0.285084,-6.350409
182.716128,2.429625,2.702298
182.70481,-6.883816,-5.968777
182.693492,8.468943,11.736295
182.682174,0.316142,0.613335
182.670856,-0.991078,-0.002906
182.659538,12.148737,4.49932
182.648221,1.486882,9.641438
182.636903,-3.294783,-0.692139
182.625585,-4.336763,-3.265396
182.614267,-0.977444,3.353674
182.602949,4.610502,6.55167
182.591631,2.878495,-0.061218
182.580313,3.017903,7.923773
182.568995,9.369046,5.113503
182.557677,7.036994,-6.175608
182.546359,4.560129,-0.582816
182.535042,6.218631,3.527913
182.523724,-8.440065,9.10256
182.512406,2.34456,-15.601895
182.501088,-4.718523,-0.569211
182.48977,4.895622,0.763509
182.478452,-5.107664,0.219904
182.467134,-2.086749,8.460487
182.455816,-18.783209,-6.611441
182.444498,-2.136744,10.696455
182.433181,3.21997,4.597253
182.421863,-0.187346,-5.35276
182.410545,-10.403891,0.90557
182.399227,12.633117,12.860932
182.387909,6.771255,2.070444
182.376591,15.720863,3.334667
182.365273,1.787901,-5.789314
182.353955,-7.802221,2.729539
182.342637,0.234492,0.734267
182.331319,4.17957,-5.859059
182.320002,3.13185,-1.488669
182.308684,10.760092,-2.092232
182.297366,3.261394,-0.886361
182.286048,19.914927,-2.805016
182.27473,7.076654,8.522401
182.263412,9.72272,6.107836
182.252094,3.005533,-3.13871
182.240776,9.059911,17.654825
182.229458,-6.4107,19.386219
182.21814,0.57312,0.00122
182.206823,3.866311,3.176108
182.195505,-3.771661,2.733997
182.184187,-2.979371,-7.543715
182.172869,6.651006,4.875953
182.161551,-11.045264,-7.810801
182.150233,-12.789533,-19.899853
182.138915,-7.591298,5.559576
182.127597,-3.979739,8.330581
182.116279,-1.013809,-1.799922
182.104962,-11.186512,-2.753438
182.093644,-3.036457,-8.168279
182.082326,-0.525613,2.971215
182.071008,6.367514,-3.975066
182.05969,-0.1052,5.82476
182.048372,10.689321,12.703542
182.037054,1.262391,-6.902768
182.025736,-2.898743,4.628257
182.014418,5.724905,-6.831326
182.0031,11.787135,-2.566103
181.991783,-5.634728,-1.580105
181.980465,-3.487301,-10.010097
